codeInstallation,codeInseeCommune,libelle,metro,bus,tram,train,bateau,autreTransport,aucunTransport,dateMAJ,dateCreation
I315550070,31555,Etablissement scolaire,0,1,0,0,0,0,0,23/01/2013,23/01/2013
I315550071,31555,Etablissement scolaire,0,1,0,0,0,0,0,,
I315550072,31555,Etablissement scolaire,0,1,0,0,0,0,0,,
I315550073,31555,Etablissement scolaire,1,1,0,0,0,0,0,08/12/2016,08/12/2016
I315550075,31555,Complexe sportif,1,1,0,0,0,0,0,08/12/2016,08/12/2016
I315550077,31555,Complexe sportif,0,1,0,0,0,0,0,10/01/2017,10/01/2017
I315550081,31555,Complexe sportif,0,1,0,0,0,0,0,12/01/2017,12/01/2017
I315550136,31555,Etablissement scolaire,0,1,0,0,0,0,0,01/02/2017,01/02/2017
I315550137,31555,Etablissement scolaire,1,1,0,1,0,0,0,17/01/2017,17/01/2017
I315550138,31555,Etablissement scolaire,1,1,0,0,0,0,0,09/12/2016,09/12/2016
I315550139,31555,Etablissement scolaire,1,1,0,0,0,0,0,16/01/2017,16/01/2017
I315550140,31555,Etablissement scolaire,1,1,0,0,0,0,0,25/01/2017,25/01/2017
I315550146,31555,Complexe sportif,0,1,0,0,0,0,0,20/03/2017,20/03/2017
I315550154,31555,Complexe sportif,0,1,0,0,0,0,0,09/12/2016,09/12/2016
I315550174,31555,Complexe sportif,0,1,0,0,0,0,0,16/01/2017,16/01/2017
I315550176,31555,Complexe sportif,0,1,0,0,0,0,0,12/11/2012,12/11/2012
I315550178,31555,Etablissement scolaire,0,1,0,0,0,0,0,18/06/2018,20/12/2012
I315550179,31555,Etablissement scolaire,1,1,1,0,0,0,0,17/01/2017,17/01/2017
I315550180,31555,Etablissement scolaire,1,1,1,0,0,0,0,17/01/2017,17/01/2017
I315550181,31555,Etablissement scolaire,0,1,0,0,0,0,0,03/02/2017,03/02/2017
I315550182,31555,Etablissement scolaire,0,1,0,0,0,0,0,09/01/2013,09/01/2013
I315550184,31555,Complexe sportif,0,1,0,0,0,0,0,29/08/2016,29/08/2016
I315550185,31555,Complexe sportif,0,1,0,0,0,0,0,29/08/2016,29/08/2016
I315550187,31555,Etablissement scolaire,1,1,0,0,0,0,0,13/01/2017,13/01/2017
I315550188,31555,Etablissement scolaire,0,1,0,0,0,0,0,01/02/2017,01/02/2017
I315550189,31555,Etablissement scolaire,1,1,0,0,0,0,0,17/01/2017,17/01/2017
I315550190,31555,Etablissement scolaire,1,1,0,0,0,0,0,18/01/2017,18/01/2017
I315550191,31555,Etablissement scolaire,0,1,0,0,0,0,0,18/01/2017,18/01/2017
I315550192,31555,Etablissement scolaire,1,1,0,0,0,0,0,09/01/2017,09/01/2017
I315550193,31555,Etablissement scolaire,0,1,0,0,0,0,0,24/01/2017,24/01/2017
I315550195,31555,Etablissement scolaire,1,1,0,0,0,0,0,13/01/2017,13/01/2017
I315550213,31555,Complexe sportif,1,1,0,0,0,0,0,08/12/2016,08/12/2016
I315550214,31555,Complexe sportif,0,1,0,0,0,0,0,08/12/2016,08/12/2016
I315550216,31555,Etablissement scolaire,1,1,0,0,0,0,0,20/01/2017,20/01/2017
I315550217,31555,Complexe sportif,0,1,0,0,0,0,0,10/01/2017,10/01/2017
I315550218,31555,Complexe sportif,0,1,0,1,0,0,0,12/01/2017,12/01/2017
I315550220,31555,Etablissement scolaire,1,1,0,0,0,0,0,16/01/2017,16/01/2017
I315550221,31555,Etablissement scolaire,1,1,0,1,0,0,0,16/01/2017,16/01/2017
I315550222,31555,Etablissement scolaire,0,1,0,0,0,0,0,16/12/2012,16/12/2012
I315550224,31555,Complexe sportif,0,1,0,0,0,0,0,09/12/2016,09/12/2016
I315550225,31555,Complexe sportif,1,1,0,0,0,0,0,05/01/2017,05/01/2017
I315550226,31555,Complexe sportif,1,1,1,0,0,0,0,14/06/2019,03/02/2017
I315550227,31555,Complexe sportif,1,1,0,0,0,0,0,09/12/2016,09/12/2016
I315550229,31555,Piscine,0,1,0,0,0,0,0,08/12/2016,08/12/2016
I315550230,31555,Complexe sportif,1,1,0,0,0,0,0,09/12/2016,09/12/2016
I315550231,31555,Complexe sportif,0,1,0,0,0,0,0,08/12/2016,08/12/2016
I315550232,31555,Complexe sportif,0,1,0,0,0,0,0,08/12/2016,08/12/2016
I315550234,31555,Complexe sportif,,,,,,,0,09/12/2016,09/12/2016
I315550238,31555,Complexe sportif,0,1,0,0,0,0,0,24/01/2017,24/01/2017
I315550239,31555,Complexe sportif,1,1,0,0,0,0,0,08/12/2016,08/12/2016
I315550240,31555,Complexe sportif,0,1,0,0,0,0,0,09/12/2016,09/12/2016
I315550243,31555,Complexe sportif,1,1,0,0,0,0,0,04/04/2019,04/04/2019
I315550244,31555,Complexe sportif,0,1,0,0,0,0,0,12/01/2017,12/01/2017
I315550248,31555,Complexe sportif,0,1,0,0,0,0,0,08/12/2016,08/12/2016
I315550250,31555,Complexe sportif,0,1,0,0,0,0,0,08/12/2016,08/12/2016
I315550251,31555,Complexe sportif,0,1,0,0,0,0,0,10/01/2017,10/01/2017
I315550252,31555,Complexe sportif,0,1,0,0,0,0,0,10/01/2017,10/01/2017
I315550253,31555,Complexe sportif,1,1,0,0,0,0,0,09/12/2016,09/12/2016
I315550254,31555,Complexe sportif,0,1,0,0,0,0,0,08/12/2016,08/12/2016
I315550255,31555,Complexe sportif,1,1,0,0,0,0,0,12/12/2016,12/12/2016
I315550260,31555,Base de plein air et/ou de loisirs,0,1,0,0,0,0,0,12/10/2018,09/12/2016
I315550261,31555,Complexe sportif,0,1,0,0,0,0,0,09/12/2016,09/12/2016
I315550263,31555,Complexe sportif,1,1,0,0,0,0,0,08/12/2016,08/12/2016
I315550266,31555,Complexe sportif,0,1,0,0,0,0,0,12/12/2016,12/12/2016
I315550277,31555,Complexe sportif,0,0,0,0,0,0,1,14/06/2019,14/06/2019
I315550291,31555,Complexe sportif,1,1,0,0,0,0,0,08/12/2016,08/12/2016
I315550294,31555,Complexe sportif,1,1,0,0,0,0,0,03/02/2017,03/02/2017
I315550296,31555,Complexe sportif,0,1,0,0,0,0,0,10/01/2017,10/01/2017
I315550303,31555,Complexe sportif,1,1,0,0,0,0,0,09/12/2016,09/12/2016
I315550304,31555,Complexe sportif,1,1,0,0,0,0,0,07/12/2016,07/12/2016
I315550306,31555,Complexe sportif,1,0,0,0,0,0,0,25/01/2017,25/01/2017
I315550311,31555,Etablissement scolaire,1,1,0,0,0,0,0,17/01/2017,17/01/2017
I315550312,31555,CREPS ou Ecole nationale,0,1,0,0,0,0,0,12/11/2018,31/01/2017
I315550314,31555,Complexe sportif,1,1,0,0,0,0,0,09/12/2016,09/12/2016
I315550319,31555,Etablissement scolaire,1,1,0,0,0,0,0,23/01/2017,23/01/2017
I315550320,31555,Etablissement scolaire,1,1,0,0,0,0,0,16/12/2012,16/12/2012
I315550321,31555,Etablissement scolaire,1,1,0,0,0,0,0,07/01/2013,07/01/2013
I315550336,31555,Etablissement scolaire,1,1,0,0,0,0,0,18/01/2017,18/01/2017
I315550337,31555,Etablissement scolaire,1,1,1,0,0,0,0,16/01/2017,16/01/2017
I315550372,31555,Etablissement scolaire,0,1,0,0,0,0,0,,
I315550380,31555,Etablissement scolaire,0,1,0,0,0,0,0,,
I315550420,31555,Etablissement scolaire,0,1,0,0,0,0,0,,
I315550435,31555,Complexe sportif,0,1,0,0,0,0,0,07/12/2016,07/12/2016
I315550441,31555,Complexe sportif,0,1,0,0,0,0,0,24/01/2017,24/01/2017
I315550454,31555,Etablissement scolaire,0,1,0,0,0,0,0,16/12/2012,16/12/2012
I315550477,31555,Etablissement scolaire,0,1,0,0,0,0,0,14/05/2019,14/05/2019
I315550478,31555,Etablissement scolaire,0,1,0,0,0,0,0,16/05/2019,
I315550479,31555,Etablissement scolaire,,,,,,,,16/05/2019,16/05/2019
I315550480,31555,Etablissement scolaire,0,1,0,0,0,0,0,16/05/2019,16/05/2019
I315550481,31555,Etablissement scolaire,0,1,0,0,0,0,0,17/05/2019,17/05/2019
I315570001,31557,Etablissement scolaire,0,1,0,0,0,0,0,02/12/2016,02/12/2016
I315570013,31557,Etablissement scolaire,0,1,0,0,0,0,0,02/12/2016,02/12/2016
I315570014,31557,Complexe sportif,0,1,0,0,0,0,0,02/12/2016,02/12/2016
I315570015,31557,Complexe sportif,0,1,0,0,0,0,0,05/12/2016,05/12/2016
I315570016,31557,Complexe sportif,0,1,0,0,0,0,0,02/12/2016,02/12/2016
I315570017,31557,Complexe sportif,0,1,0,0,0,0,0,02/12/2016,02/12/2016
I315570023,31557,Base de plein air et/ou de loisirs,0,1,0,0,0,0,0,05/12/2016,05/12/2016
I315610001,31561,Complexe sportif,0,1,0,0,0,0,0,01/10/2019,05/07/2016
I315610002,31561,Base de plein air et/ou de loisirs,0,1,0,0,0,0,0,23/11/2018,03/02/2017
I315610013,31561,Etablissement scolaire,0,1,0,0,0,0,0,05/07/2016,05/07/2016
I315610022,31561,Etablissement scolaire,0,1,0,0,0,0,0,05/07/2016,05/07/2016
I315610024,31561,Etablissement scolaire,0,1,0,0,0,0,0,05/07/2016,05/07/2016
I315630001,31563,Complexe sportif,0,0,0,0,0,0,1,25/11/2019,25/11/2019
I315690004,31569,Arodrome/aroport,0,0,0,0,0,0,1,30/10/2018,03/03/2014
I315730001,31573,Etablissement scolaire,,,,,,,0,01/07/2015,01/07/2015
I315730003,31573,Complexe sportif,,,,,,,0,07/07/2015,07/07/2015
I315730006,31573,Base de plein air et/ou de loisirs,,,,,,,0,01/07/2015,01/07/2015
I315730007,31573,Base de plein air et/ou de loisirs,,,,,,,0,01/07/2015,01/07/2015
I315740005,31574,Etablissement scolaire,0,0,0,0,0,0,1,02/12/2019,19/11/2014
I315740007,31574,Etablissement scolaire,0,0,0,0,0,0,1,03/12/2019,
I315750001,31575,Complexe sportif,0,0,0,0,0,0,1,29/10/2019,29/10/2019
I315780002,31578,Complexe sportif,0,0,0,0,0,0,1,21/11/2019,21/11/2019
I315780009,31578,Etablissement scolaire,0,1,0,0,0,0,0,19/11/2019,19/11/2019
I315820001,31582,Complexe sportif,0,1,0,0,0,0,0,21/10/2015,21/10/2015
I315820011,31582,Etablissement scolaire,0,1,0,0,0,0,0,,
I315820013,31582,Etablissement scolaire,0,1,0,0,0,0,0,,
I315840001,31584,Complexe sportif,0,1,0,0,0,0,0,28/07/2015,28/07/2015
I315840002,31584,Complexe sportif,0,1,0,0,0,0,0,16/11/2018,28/07/2015
I315840004,31584,Etablissement scolaire,0,1,0,0,0,0,0,28/07/2015,28/07/2015
I315840012,31584,Etablissement scolaire,0,1,0,0,0,0,0,30/07/2015,30/07/2015
I315850001,31585,Complexe sportif,0,1,0,0,0,0,0,14/11/2019,14/11/2019
I315870003,31587,Etablissement scolaire,0,0,0,0,0,0,1,22/11/2019,22/11/2019
I315880001,31588,Complexe sportif,0,1,0,0,0,0,0,23/09/2015,23/09/2015
I315880007,31588,Etablissement scolaire,0,1,0,0,0,0,0,23/09/2015,23/09/2015
I315890003,31589,Complexe sportif,0,0,0,0,0,0,1,07/11/2019,07/11/2019
I315920002,31592,Etablissement scolaire,0,0,0,0,0,0,1,18/10/2019,18/10/2019
I315920003,31592,Complexe sportif,0,0,0,0,0,0,1,18/10/2019,18/10/2019
